Employee Name,Gender,Employee ID,Work Experience,Position,Job Title,Educational Background,Recruitment Channel,Past Background,Interviewers Evaluation,Age,City,Promotion Status,Employee NPS,Training Duration h,Salary Adjustment,Length of Service,Supervisors Span,Non-Compete Clause,Performance Label
曾杰,女,412261,5,市场经理,高级,学士,招聘网站,供应链上下游企业,50分位,30-35岁,常州市,有,5,60,0.57 ,1-2年,2,无,TRUE
顾芳,男,93234,15,销售主管,中级,硕士,招聘网站,阿里系,50分位,25-30岁,其他城市,有,3,139,0.56 ,2-5年,9,有,TRUE
卢杰,女,135578,6,运营经理,初级,硕士,猎头,供应链上下游企业,50分位,20-25岁,常州市,无,6,351,0.51 ,1-2年,1,无,TRUE
钱娟,女,499776,12,技术支持,中级,博士,招聘网站,新势力主机厂,75分位,40岁以上,北京市,有,2,131,0.85 ,6个月-1年,6,有,TRUE
徐霞,男,63431,2,销售代表,中级,学士,内推,供应链上下游企业,50分位,20-25岁,北京市,有,9,196,1.44 ,2-5年,5,有,TRUE
郝秀兰,男,457972,9,运营专员,中级,学士,猎头,供应链上下游企业,其他,40岁以上,上海市,有,9,163,0.93 ,6个月-1年,9,无,TRUE
朱霞,男,151809,14,数据分析师,中级,博士,招聘网站,供应链上下游企业,75分位,20-25岁,北京市,无,6,239,1.11 ,2-5年,1,有,TRUE
贺杰,女,176805,2,市场经理,中级,博士,招聘网站,腾讯系,75分位,25-30岁,其他城市,无,6,145,(0.48),2-5年,6,无,FALSE
苏磊,女,418118,4,销售主管,高级,硕士,猎头,阿里系,其他,20-25岁,北京市,有,2,10,0.48 ,0-6个月,5,无,TRUE
雷艳,女,494402,2,市场经理,初级,硕士,招聘网站,新势力主机厂,50分位,35-40岁,其他城市,无,9,164,0.85 ,0-6个月,1,有,TRUE
马静,女,408857,14,数据分析师,初级,硕士,内推,供应链上下游企业,其他,35-40岁,其他城市,有,2,233,1.62 ,0-6个月,6,有,TRUE
陆伟,男,60827,11,产品经理,高级,硕士,猎头,供应链上下游企业,其他,30-35岁,上海市,无,5,209,0.13 ,2-5年,6,有,TRUE
高秀兰,女,437378,15,运营专员,初级,硕士,内推,阿里系,50分位,20-25岁,常州市,有,2,243,1.81 ,1-2年,4,有,TRUE
曾伟,男,182771,6,人力资源经理,中级,博士,内推,阿里系,75分位,40岁以上,北京市,有,8,165,1.70 ,5年以上,2,无,TRUE
钱娜,男,2772,13,产品经理,中级,博士,内推,阿里系,其他,40岁以上,其他城市,无,1,56,0.85 ,0-6个月,6,有,TRUE
余磊,女,422337,5,销售主管,中级,学士,招聘网站,阿里系,75分位,40岁以上,其他城市,有,6,281,0.54 ,0-6个月,8,无,TRUE
卢勇,男,140544,1,数据分析师,初级,硕士,猎头,传统主机厂,75分位,35-40岁,北京市,有,1,29,0.21 ,2-5年,10,无,TRUE
郑娟,女,331691,11,软件工程师,初级,学士,招聘网站,腾讯系,75分位,30-35岁,其他城市,有,9,71,1.25 ,2-5年,10,无,TRUE
周勇,男,323087,9,财务主管,初级,硕士,猎头,腾讯系,50分位,35-40岁,其他城市,无,9,270,1.62 ,6个月-1年,2,无,TRUE
袁杰,男,112936,14,销售经理,高级,硕士,内推,腾讯系,75分位,20-25岁,北京市,无,7,282,0.78 ,1-2年,4,无,TRUE
黄平,男,475840,6,人力资源专员,高级,学士,内推,腾讯系,75分位,30-35岁,北京市,无,8,241,0.77 ,2-5年,3,无,TRUE
毛丽,男,329695,9,运营经理,中级,学士,猎头,腾讯系,其他,40岁以上,其他城市,无,4,87,1.13 ,2-5年,3,无,TRUE
赖秀英,女,191363,15,市场专员,中级,博士,内推,腾讯系,其他,40岁以上,北京市,有,6,59,0.50 ,5年以上,6,有,TRUE
黎娜,女,299927,5,技术总监,初级,博士,猎头,阿里系,75分位,30-35岁,北京市,有,3,269,1.32 ,2-5年,4,无,TRUE
白平,男,107751,14,销售代表,中级,博士,猎头,供应链上下游企业,50分位,20-25岁,常州市,无,4,332,1.31 ,2-5年,5,无,TRUE
廖超,男,19288,15,财务分析师,高级,博士,猎头,新势力主机厂,其他,25-30岁,常州市,有,4,253,0.72 ,6个月-1年,2,无,TRUE
薛刚,女,228967,10,人力资源经理,初级,博士,猎头,供应链上下游企业,75分位,25-30岁,其他城市,无,1,212,1.19 ,1-2年,4,无,TRUE
朱磊,女,218259,9,产品经理,中级,博士,猎头,新势力主机厂,75分位,25-30岁,北京市,无,8,302,0.28 ,0-6个月,8,有,TRUE
易静,女,216724,13,运营专员,初级,博士,内推,阿里系,75分位,40岁以上,常州市,有,9,353,0.29 ,2-5年,10,有,TRUE
杨超,男,346353,13,数据分析师,初级,博士,猎头,供应链上下游企业,其他,25-30岁,常州市,有,9,126,1.26 ,0-6个月,8,有,TRUE
程霞,男,103845,9,销售主管,初级,博士,内推,阿里系,其他,20-25岁,常州市,有,5,253,0.70 ,5年以上,8,有,TRUE
文伟,女,64003,14,市场经理,中级,硕士,招聘网站,阿里系,其他,25-30岁,上海市,无,7,262,0.99 ,2-5年,8,无,TRUE
汪杰,女,11107,10,财务经理,中级,博士,招聘网站,传统主机厂,50分位,35-40岁,常州市,有,10,78,0.18 ,6个月-1年,0,有,TRUE
钱敏,男,220798,7,技术经理,高级,博士,招聘网站,传统主机厂,75分位,40岁以上,常州市,有,7,92,1.38 ,5年以上,2,有,TRUE
丁明,男,489955,7,运营经理,初级,博士,内推,腾讯系,75分位,35-40岁,其他城市,有,5,133,0.40 ,1-2年,9,无,TRUE
顾勇,男,313595,14,市场专员,中级,博士,内推,供应链上下游企业,75分位,25-30岁,上海市,有,2,202,1.75 ,2-5年,4,有,TRUE
王磊,女,343129,1,技术支持,高级,博士,内推,腾讯系,75分位,20-25岁,上海市,有,3,116,1.41 ,1-2年,6,无,TRUE
蒋娟,男,288058,3,销售代表,高级,学士,内推,传统主机厂,50分位,30-35岁,北京市,无,5,51,1.86 ,1-2年,2,有,TRUE
孙静,女,89676,8,运营专员,初级,博士,招聘网站,新势力主机厂,其他,35-40岁,其他城市,有,5,244,1.17 ,1-2年,2,无,TRUE
潘桂英,女,188138,12,数据分析师,高级,硕士,招聘网站,新势力主机厂,50分位,40岁以上,上海市,无,5,201,1.80 ,0-6个月,6,有,TRUE
梁伟,女,275326,12,市场经理,高级,硕士,猎头,传统主机厂,75分位,40岁以上,上海市,无,4,135,0.43 ,1-2年,0,有,TRUE
陈涛,男,410999,0,销售主管,高级,学士,内推,阿里系,50分位,20-25岁,其他城市,无,2,69,0.19 ,5年以上,10,无,TRUE
梁杰,男,387655,5,运营经理,初级,硕士,猎头,阿里系,75分位,20-25岁,北京市,无,2,260,1.94 ,6个月-1年,10,无,TRUE
汤涛,男,235027,5,技术支持,高级,博士,内推,新势力主机厂,75分位,25-30岁,北京市,有,4,260,1.45 ,6个月-1年,6,无,TRUE
朱桂英,男,65135,7,销售代表,高级,硕士,内推,传统主机厂,其他,35-40岁,上海市,有,7,265,1.50 ,2-5年,9,无,TRUE
易丽,女,103610,1,运营专员,高级,硕士,猎头,腾讯系,75分位,40岁以上,常州市,无,4,182,0.77 ,0-6个月,1,有,TRUE
余静,男,47433,8,数据分析师,中级,学士,内推,传统主机厂,75分位,20-25岁,上海市,无,6,141,0.88 ,6个月-1年,7,无,TRUE
汪敏,男,322589,5,市场经理,初级,博士,招聘网站,阿里系,75分位,25-30岁,其他城市,有,2,13,1.52 ,1-2年,6,有,TRUE
尹军,女,222976,9,销售主管,高级,硕士,猎头,新势力主机厂,75分位,40岁以上,其他城市,无,9,346,1.80 ,0-6个月,7,无,TRUE
梁涛,女,109127,12,市场经理,中级,博士,招聘网站,新势力主机厂,其他,35-40岁,上海市,有,5,332,1.43 ,5年以上,8,无,TRUE
石明,男,178951,8,数据分析师,中级,硕士,猎头,传统主机厂,75分位,35-40岁,北京市,无,6,289,1.13 ,6个月-1年,3,无,TRUE
万明,男,258067,12,产品经理,初级,博士,猎头,传统主机厂,其他,40岁以上,常州市,有,2,359,0.07 ,1-2年,7,无,TRUE
夏霞,男,466955,7,运营专员,高级,学士,内推,供应链上下游企业,50分位,30-35岁,上海市,无,5,55,(0.77),5年以上,6,无,FALSE
杜杰,女,155985,12,人力资源经理,高级,学士,招聘网站,供应链上下游企业,75分位,30-35岁,上海市,无,8,279,0.97 ,5年以上,1,无,TRUE
廖刚,男,336526,10,产品经理,高级,学士,招聘网站,供应链上下游企业,50分位,30-35岁,上海市,有,2,311,1.27 ,0-6个月,8,无,TRUE
李磊,女,361950,9,销售主管,中级,学士,猎头,供应链上下游企业,50分位,30-35岁,北京市,无,1,53,1.88 ,0-6个月,6,无,TRUE
戴秀英,男,22418,8,数据分析师,中级,硕士,内推,新势力主机厂,其他,20-25岁,其他城市,有,7,318,1.09 ,5年以上,2,有,TRUE
蔡秀英,女,230719,10,软件工程师,中级,硕士,招聘网站,新势力主机厂,其他,30-35岁,北京市,无,2,235,1.86 ,6个月-1年,1,无,TRUE
石娜,女,289214,5,财务主管,高级,硕士,内推,传统主机厂,其他,30-35岁,北京市,有,4,300,0.59 ,0-6个月,4,有,TRUE
武娟,男,21229,13,销售经理,高级,学士,猎头,阿里系,50分位,40岁以上,北京市,有,3,338,0.89 ,5年以上,2,有,TRUE
陆强,男,415236,5,人力资源专员,高级,学士,猎头,腾讯系,75分位,30-35岁,北京市,无,9,128,1.07 ,0-6个月,2,有,TRUE
马霞,女,100104,0,运营经理,中级,博士,招聘网站,供应链上下游企业,50分位,25-30岁,上海市,有,9,190,1.98 ,1-2年,1,有,TRUE
邓勇,男,336750,11,市场专员,高级,学士,猎头,新势力主机厂,75分位,40岁以上,其他城市,有,7,248,1.07 ,1-2年,4,有,TRUE
康丽,女,263123,9,技术总监,中级,硕士,内推,供应链上下游企业,50分位,30-35岁,常州市,无,7,21,1.28 ,6个月-1年,2,有,TRUE
叶静,女,189625,0,销售代表,初级,硕士,招聘网站,新势力主机厂,50分位,40岁以上,其他城市,无,10,114,1.00 ,1-2年,4,无,TRUE
锺秀兰,男,178267,4,财务分析师,初级,学士,招聘网站,传统主机厂,75分位,40岁以上,上海市,无,7,156,0.62 ,2-5年,4,有,TRUE
尹刚,女,388867,1,人力资源经理,初级,博士,招聘网站,传统主机厂,75分位,25-30岁,其他城市,无,10,172,1.86 ,0-6个月,9,有,TRUE
冯强,男,99580,15,产品经理,初级,学士,猎头,新势力主机厂,50分位,25-30岁,上海市,有,6,82,0.13 ,1-2年,7,有,TRUE
白敏,女,384722,10,运营专员,中级,学士,猎头,阿里系,75分位,20-25岁,其他城市,无,8,130,0.27 ,1-2年,4,有,TRUE
毛刚,女,215333,11,数据分析师,中级,硕士,内推,阿里系,50分位,20-25岁,北京市,有,8,173,0.77 ,2-5年,5,无,TRUE
龚刚,男,239052,2,销售主管,初级,博士,内推,阿里系,75分位,25-30岁,常州市,无,4,122,1.54 ,5年以上,6,无,TRUE
戴芳,女,177791,14,市场经理,中级,学士,猎头,腾讯系,其他,40岁以上,上海市,无,8,101,1.63 ,1-2年,4,有,TRUE
杨明,男,498549,7,财务经理,中级,硕士,猎头,传统主机厂,其他,30-35岁,其他城市,有,8,81,0.72 ,6个月-1年,8,有,TRUE
叶秀兰,男,45408,3,技术经理,中级,博士,内推,供应链上下游企业,75分位,35-40岁,其他城市,无,9,293,0.98 ,5年以上,6,无,TRUE
何平,男,308027,14,运营经理,高级,学士,猎头,传统主机厂,75分位,20-25岁,上海市,无,7,169,0.01 ,6个月-1年,5,有,TRUE
谢敏,女,61930,6,市场专员,中级,硕士,内推,腾讯系,75分位,20-25岁,北京市,无,4,132,1.61 ,6个月-1年,3,无,TRUE
薛敏,女,270394,7,技术支持,初级,博士,猎头,传统主机厂,50分位,25-30岁,其他城市,无,8,225,0.24 ,2-5年,4,无,TRUE
郝明,女,473163,8,销售代表,中级,博士,猎头,传统主机厂,75分位,30-35岁,其他城市,无,8,231,1.95 ,5年以上,3,无,TRUE
康芳,男,494961,11,运营专员,初级,博士,内推,新势力主机厂,其他,40岁以上,上海市,无,5,237,0.12 ,5年以上,4,无,TRUE
胡芳,女,443937,14,数据分析师,初级,学士,内推,新势力主机厂,50分位,30-35岁,常州市,无,3,240,1.73 ,6个月-1年,4,无,TRUE
戴娟,女,340181,9,市场经理,初级,学士,猎头,腾讯系,其他,35-40岁,其他城市,无,1,174,0.38 ,2-5年,2,无,TRUE
余娟,男,19791,13,销售主管,初级,博士,招聘网站,腾讯系,75分位,40岁以上,其他城市,无,7,127,0.00 ,6个月-1年,8,无,FALSE
苏秀英,女,240655,12,运营经理,中级,学士,招聘网站,腾讯系,其他,35-40岁,北京市,无,10,276,0.10 ,2-5年,7,无,TRUE
邓涛,男,17959,0,技术支持,初级,硕士,猎头,阿里系,50分位,35-40岁,其他城市,有,6,268,1.56 ,1-2年,9,有,TRUE
姜敏,女,7359,11,销售代表,高级,学士,内推,供应链上下游企业,其他,25-30岁,其他城市,无,6,305,0.85 ,5年以上,1,无,TRUE
曾敏,男,146459,10,运营专员,中级,学士,内推,腾讯系,75分位,20-25岁,其他城市,无,7,72,(1.00),1-2年,6,有,FALSE
孙霞,女,472819,5,数据分析师,初级,硕士,内推,阿里系,其他,30-35岁,上海市,无,10,190,0.91 ,5年以上,5,无,TRUE
傅静,男,425759,9,市场经理,初级,博士,内推,传统主机厂,其他,35-40岁,其他城市,无,9,380,1.92 ,2-5年,0,无,TRUE
潘静,男,388421,6,销售主管,中级,博士,猎头,供应链上下游企业,其他,30-35岁,上海市,无,5,307,0.93 ,5年以上,8,无,TRUE
康刚,男,421858,12,市场经理,中级,博士,猎头,供应链上下游企业,其他,20-25岁,其他城市,有,9,307,0.08 ,6个月-1年,9,有,TRUE
易磊,女,455372,13,数据分析师,初级,学士,内推,新势力主机厂,其他,35-40岁,北京市,无,6,49,(0.62),2-5年,8,有,FALSE
余涛,女,181153,7,产品经理,初级,硕士,内推,阿里系,50分位,30-35岁,其他城市,无,10,38,0.61 ,6个月-1年,3,有,TRUE
张磊,男,9565,12,运营专员,高级,学士,招聘网站,腾讯系,75分位,35-40岁,常州市,无,6,392,1.47 ,6个月-1年,7,有,TRUE
杨敏,男,128726,4,人力资源经理,中级,学士,猎头,供应链上下游企业,50分位,25-30岁,其他城市,有,5,42,0.16 ,2-5年,5,有,TRUE
赖敏,男,352625,9,产品经理,初级,硕士,内推,传统主机厂,其他,25-30岁,其他城市,有,2,95,0.01 ,1-2年,2,无,TRUE
杜霞,男,340113,4,销售主管,高级,学士,内推,新势力主机厂,50分位,20-25岁,北京市,无,7,177,(0.26),6个月-1年,7,无,FALSE
雷勇,女,24538,7,数据分析师,高级,硕士,招聘网站,阿里系,50分位,40岁以上,上海市,有,8,128,1.18 ,0-6个月,3,无,TRUE
姜涛,男,205805,7,软件工程师,中级,博士,招聘网站,阿里系,其他,20-25岁,其他城市,有,3,116,1.78 ,1-2年,3,有,TRUE
汪洋,男,251956,13,财务主管,高级,博士,招聘网站,腾讯系,50分位,25-30岁,其他城市,无,9,392,0.21 ,2-5年,1,有,TRUE
罗霞,女,496776,14,销售经理,初级,硕士,内推,供应链上下游企业,75分位,30-35岁,上海市,有,8,348,0.94 ,1-2年,1,无,TRUE
蔡艳,女,248658,2,人力资源专员,高级,硕士,招聘网站,新势力主机厂,75分位,35-40岁,常州市,无,10,81,0.25 ,6个月-1年,4,有,TRUE
戴霞,男,105295,11,运营经理,初级,学士,内推,新势力主机厂,50分位,20-25岁,北京市,有,2,117,0.68 ,0-6个月,8,有,TRUE
周明,女,247075,2,市场专员,高级,学士,内推,腾讯系,75分位,40岁以上,其他城市,无,3,347,1.14 ,0-6个月,7,有,TRUE
曾强,女,353583,7,技术总监,中级,学士,内推,腾讯系,50分位,40岁以上,北京市,无,4,342,0.73 ,5年以上,4,有,TRUE
萧芳,女,91802,4,销售代表,初级,博士,内推,传统主机厂,75分位,35-40岁,其他城市,无,6,233,1.86 ,1-2年,1,无,TRUE
段娟,女,325695,4,财务分析师,高级,博士,内推,新势力主机厂,50分位,30-35岁,其他城市,有,1,320,0.78 ,1-2年,0,有,TRUE
龙艳,男,386311,12,人力资源经理,高级,硕士,猎头,新势力主机厂,其他,40岁以上,其他城市,无,5,213,1.35 ,5年以上,3,有,TRUE
杜洋,女,145467,9,产品经理,初级,博士,招聘网站,供应链上下游企业,75分位,25-30岁,北京市,有,3,345,0.17 ,5年以上,3,有,TRUE
汪艳,女,108633,6,运营专员,初级,学士,内推,新势力主机厂,75分位,30-35岁,其他城市,有,1,394,1.38 ,2-5年,9,有,TRUE
谢杰,男,230972,7,数据分析师,高级,硕士,招聘网站,阿里系,50分位,30-35岁,上海市,有,7,31,0.57 ,1-2年,7,有,TRUE
石丽,女,232717,14,销售主管,中级,硕士,猎头,腾讯系,75分位,30-35岁,常州市,有,7,124,1.56 ,0-6个月,2,有,TRUE
罗涛,女,366908,2,市场经理,初级,硕士,内推,传统主机厂,50分位,40岁以上,北京市,无,6,284,1.54 ,2-5年,2,有,TRUE
罗静,男,146305,12,财务经理,高级,学士,猎头,新势力主机厂,50分位,20-25岁,常州市,有,9,326,0.16 ,5年以上,4,无,TRUE
郑娟,女,67188,6,技术经理,高级,博士,猎头,传统主机厂,75分位,20-25岁,其他城市,无,1,30,1.90 ,5年以上,10,无,TRUE
许涛,女,253815,4,运营经理,中级,硕士,内推,供应链上下游企业,50分位,20-25岁,上海市,有,9,300,0.77 ,5年以上,5,无,TRUE
常霞,女,162893,14,市场专员,中级,博士,招聘网站,供应链上下游企业,75分位,35-40岁,北京市,无,4,232,0.21 ,1-2年,6,有,TRUE
段静,男,296333,14,技术支持,中级,博士,招聘网站,新势力主机厂,50分位,20-25岁,上海市,有,8,121,1.10 ,6个月-1年,4,无,TRUE
丁霞,女,256890,14,销售代表,初级,硕士,内推,新势力主机厂,50分位,35-40岁,其他城市,有,2,302,1.85 ,5年以上,2,有,TRUE
易艳,男,342691,7,运营专员,高级,硕士,内推,阿里系,75分位,35-40岁,上海市,无,2,394,1.97 ,6个月-1年,4,有,TRUE
石洋,男,332964,6,数据分析师,高级,硕士,内推,供应链上下游企业,其他,20-25岁,常州市,无,7,323,0.59 ,0-6个月,8,无,TRUE
夏超,男,38600,14,市场经理,初级,硕士,内推,供应链上下游企业,75分位,30-35岁,常州市,无,10,298,0.85 ,2-5年,10,无,TRUE
何勇,男,22919,8,销售主管,中级,学士,内推,供应链上下游企业,50分位,25-30岁,上海市,无,1,222,1.19 ,1-2年,3,有,TRUE
钱刚,女,340932,6,运营经理,高级,学士,内推,腾讯系,75分位,20-25岁,其他城市,无,7,71,1.05 ,5年以上,4,有,TRUE
孟杰,男,353684,5,技术支持,中级,硕士,招聘网站,供应链上下游企业,50分位,30-35岁,常州市,有,10,393,1.38 ,0-6个月,0,有,TRUE
方平,男,431509,7,销售代表,高级,硕士,猎头,新势力主机厂,75分位,25-30岁,常州市,无,5,270,1.58 ,1-2年,10,无,TRUE
郭秀兰,女,416143,4,运营专员,中级,硕士,招聘网站,传统主机厂,其他,35-40岁,上海市,无,4,330,0.51 ,6个月-1年,1,有,TRUE
郝军,男,59405,1,数据分析师,初级,学士,内推,供应链上下游企业,其他,30-35岁,常州市,无,3,159,1.74 ,1-2年,3,无,TRUE
程娟,女,202080,13,市场经理,高级,学士,猎头,阿里系,75分位,35-40岁,常州市,有,4,315,1.04 ,0-6个月,4,无,TRUE
陈敏,女,53744,10,销售主管,高级,博士,招聘网站,传统主机厂,其他,20-25岁,北京市,有,6,46,1.57 ,1-2年,1,有,TRUE
谭刚,男,186316,13,市场经理,中级,学士,内推,腾讯系,75分位,20-25岁,其他城市,有,8,375,0.17 ,1-2年,2,有,TRUE
林静,男,63775,11,数据分析师,高级,硕士,招聘网站,阿里系,50分位,35-40岁,上海市,无,3,307,1.79 ,6个月-1年,1,有,TRUE
周超,女,279847,4,产品经理,高级,学士,招聘网站,传统主机厂,50分位,30-35岁,上海市,有,7,341,0.45 ,6个月-1年,6,无,TRUE
卢静,男,287911,15,运营专员,初级,博士,猎头,腾讯系,其他,35-40岁,常州市,有,10,354,0.06 ,6个月-1年,8,有,TRUE
侯刚,男,33271,2,人力资源经理,高级,博士,猎头,新势力主机厂,75分位,35-40岁,北京市,有,5,85,0.53 ,1-2年,1,有,TRUE
邓涛,女,396117,8,产品经理,初级,硕士,招聘网站,供应链上下游企业,75分位,35-40岁,常州市,无,8,390,0.47 ,2-5年,3,无,TRUE
谭芳,女,173569,7,销售主管,高级,硕士,猎头,腾讯系,50分位,25-30岁,常州市,无,8,154,1.82 ,5年以上,0,无,TRUE
汪丽,男,469812,8,数据分析师,初级,硕士,猎头,供应链上下游企业,50分位,40岁以上,常州市,有,3,76,1.96 ,0-6个月,2,无,TRUE
姜超,男,82470,0,软件工程师,初级,学士,招聘网站,腾讯系,其他,20-25岁,常州市,无,9,93,1.44 ,5年以上,3,有,TRUE
